id	filename	md5	size	state
f123c5fb-d377-404e-9b20-c184e9523c84	TCGA-LUSC.0068c36f-9eb1-4265-982d-7f00a29d035a.wgs.varscan2.raw_somatic_mutation.vcf.gz	0bebd6e6b3c37db3810492ff5bbf86b8	6757524	released
d8254bab-5ada-43ff-9cff-9c861eef77bd	754bfb54-75ac-4f0a-86b9-162e3b08e35b_noid_Red.idat	0470bb828b205185bbe147f6728660ed	8095285	released
1f5934fe-0d80-4ada-8939-28f317bd6db9	TCGA-43-3394-01A-01-TS1.8b31bea0-df9b-43ed-a3f8-f904ffb726f8.svs	c75bc210e43cf9ac75103cb6a975a25e	52993681	released
1da63299-c63b-46a6-95b6-b9853a3ca27f	TCGA-LUSC.3739ca5f-d410-44bd-b0e7-d64e72ab650a.ascat3.gene_level_copy_number.v36.tsv	a58854c20a4299b52809edfb0614f532	3449389	released
b47d236e-9963-409f-bc46-27ca280283d9	TCGA-43-3394.AB2C3289-581E-4BB2-A41F-418B057EF54B.PDF	af8bfd91700900d3f799f95926f7f296	93836	released
6f8a0683-a36a-4e44-91c1-4a37798ee8b2	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_A09_598666.birdseed.data.txt	289552cb036dd2bb280cc7443e7ba48b	20851889	released
99775bab-5930-4c92-a9ec-8328ffa3c636	TCGA-LUSC.528dc7be-f587-4b55-9afe-916e1a822583.gene_level_copy_number.v36.tsv	afcef47e51cd4c9c03c7e0554ea7f086	3448275	released
412d56bb-61c2-4cf6-b0de-27e35bef7f4d	61192f9b-94eb-49f4-b2b5-eafe75092930.rna_seq.genomic.gdc_realn.bam	ce49b983b004aa11a720a2512124d4f1	8269979544	released
18f18229-2ed3-4213-b35d-3b97719b2cff	nationwidechildrens.org_biospecimen.TCGA-43-3394.xml	85955931211bcfb8c95401d28c6313a4	166014	released
5248a8b1-2013-451b-8363-c20588a8dfc2	248d6482-8c85-4fc1-a7b5-27993343f6ad_noid_Red.idat	da2f1a303beeaf11ece8d501ad2cf5a8	719552	released
92fab581-e8fc-466b-8152-f26d21bd1d79	nationwidechildrens.org_ssf.TCGA-43-3394.xml	a67195ec4e0254da30a6f5db7ceba746	18879	released
ecb6791d-47ce-4c53-ac7e-650c972801cd	20c2aa14-bf53-4cb0-8de3-21914604f776.wgs.gatk4.copy_number_variation.supplementary.tar.gz	5228a12a7482ff329491da0280fdfdc7	283727685	released
d2bc94be-bffb-42de-91ea-f65428ebd686	TCGA-LUSC.b0bfc132-2035-4867-a42a-7110b85d45bb.star_fusion.rna_fusion.bedpe	6ad1db507e4ce4fefb4e86ce138103f6	2511	released
67422d0c-274d-4b83-bd3e-5dcea8009adc	TCGA-LUSC.4ad8579a-25a4-4d19-892c-cc73d2ed8ad5.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	17b585e56d64e82ce4903d5b399441de	3099213	released
020ac481-9262-4644-a163-0ded6cf483cf	2ca30f8b-ed4e-478d-87cc-59a4e8249d94.rna_seq.star_splice_junctions.tsv.gz	b840abbe9065cebca667b7bd1ebe71f6	3335743	released
2e8f26b6-f952-4f32-9c9a-6493f4d9060d	754bfb54-75ac-4f0a-86b9-162e3b08e35b_noid_Grn.idat	cde82170e79c95263dbbcf61e4673752	8095285	released
834e9c42-ab2d-410f-851e-01f91cded3e5	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_A07_748138.nocnv_grch38.seg.v2.txt	c03529c13a7652a5e59790d5647b75e8	25386	released
aff95423-c1c7-4d1b-8174-a431a81fc738	3be7f5e6-7284-4bfd-ac6f-3335d41a8c09.wxs.VarScan2.aliquot.maf.gz	be68cd7e997f5329a164c2b376998b42	444961	released
182e102b-b7d6-4b09-aa61-fe9be3f750a5	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C01_748194.grch38.seg.v2.txt	4fcc6302320472e1577290af7974b516	32017	released
b414eae4-4afb-4085-9421-e24703a9431d	TCGA-LUSC.528dc7be-f587-4b55-9afe-916e1a822583.absolute_liftover.gene_level_copy_number.v36.tsv	cefb8aa09cce46e7b3f97e6a1eac9a8c	3430709	released
efe7f65d-133b-445c-b8c2-4d766be82c68	248d6482-8c85-4fc1-a7b5-27993343f6ad.methylation_array.sesame.level3betas.txt	6edf1e5d5c4ab4947e8771f35b5e2b4e	768002	released
a9e8aeb8-0f92-41be-ac19-9347f5ad3503	TCGA-LUSC.3739ca5f-d410-44bd-b0e7-d64e72ab650a.gene_level_copy_number.v36.tsv	c8b4b83bc60d7f6acf8fe6da2745abc9	3450608	released
0097f809-9a14-4850-8c28-f67153ccb094	81d9f0d1-c952-4228-a2d0-f3ae53473f13.somatic.SV.bedpe	949d72aee39916821d6269815f92246f	300726	released
ebbd44ea-cb30-430e-a97d-2aa6862e5abf	TCGA_LUSC.0764054a-a24b-4f47-bcc0-96e13227ff23.wgs.VarScan2.somatic_annotation.vcf.gz	e1735cc063f69bac4f5fce6e5364b34a	29169783	released
67869f58-cd40-4cc3-83c3-31c658045186	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_A07_748138.birdseed.data.txt	6f66951f914850534f5cc66b25e26de2	20851960	released
fa794cfd-ca8b-4de4-af3e-28dbeeb1d63f	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C01_748194.birdseed.data.txt	9aa4f25c9b65b9fb129ba6e6faa3558d	20851970	released
1c29877f-4dea-4af1-a4f2-90a27498faab	2ca30f8b-ed4e-478d-87cc-59a4e8249d94.rna_seq.chimeric.gdc_realn.bam	5c41c5d88718d10f76bc96dd41b30363	139814403	released
a384f162-a154-4654-bebb-eb12b9c60bce	TCGA-LUSC.528dc7be-f587-4b55-9afe-916e1a822583.ascat2.allelic_specific.seg.txt	613e2d73155f26fde41d50cb3c16e1f5	12155	released
3604c34e-6b3e-4946-9b0e-d4f25eca3ce1	4802b79e-5152-4c14-8a38-ed86c49a6301.wxs.varscan2.raw_somatic_mutation.vcf.gz	e8a2d0c4abc5ad5d8e273e8a68ce4bf4	72004	released
8b034336-e045-4fba-8ea6-406b68b9d98c	TCGA-43-3394-01Z-00-DX1.4c2f49b9-9dac-41d8-a62b-64c8928caa3c.svs	b287ae4ded31b670e4640811e5a73ba2	441021123	released
a29ebe12-7cc2-48b8-af18-8db3729e877e	2ca30f8b-ed4e-478d-87cc-59a4e8249d94.rna_seq.genomic.gdc_realn.bam	b206ac73e578ff8170092168b9c05783	18129217396	released
fcff5137-7388-4c47-a04b-6c1030867a37	4802b79e-5152-4c14-8a38-ed86c49a6301.wxs.mutect2.raw_somatic_mutation.vcf.gz	991151a62ba4fd89345de4e89fd5800d	1344755	released
4c994cf9-52d0-4c05-97c0-fd2d3ffb9100	2ca30f8b-ed4e-478d-87cc-59a4e8249d94.rna_seq.augmented_star_gene_counts.tsv	85d2fd84861077a13f20ddd830eccc6f	4274610	released
6187aa19-0b21-481b-9e81-e81767c1bd9c	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_C06_616712.CEL	cb71b3534927ffec380fd58a922124d5	5536302	released
